id,score
A322208,92.2
A322209,96.4
A322210,94.9
A322211,75.8
A322212,98.8
A322213,71.5
A322214,47.2
A322215,80.4
A322216,70.3
A322217,72.7
A322218,82.2
A322219,70.7
A322220,83.9
A322221,99.2
A322222,89.9
A322223,45.5
A322224,98.8
A322225,97.1
A322226,86.8
A322227,80
A322228,60.7
A322229,42.4
A322230,55.9
A322231,85.6
A322232,73.4
A322233,83.3
A322234,43.2
A322235,79
A322236,85.1
A322237,85.9
A322238,97.3
A322239,96.7
A322240,59.2
A322241,78.9
A322242,84.3
A322243,82.7
A322244,93.6
A322245,96.3
A322246,86.3
A322247,72.6
A322248,88.6
A322249,84.9
A322250,82.9
A322251,86.9
A322252,71.6
A322253,90.1
A322254,80.3
A322255,80.4
A322256,83.5
A322257,83.8
A322258,76
A322259,80.3
A322260,85.9
A322261,73.6
A322262,96.1
A322263,77.7
A322264,87.1
A322265,68.3
A322266,85
A322267,89.1
A322268,92.6
A322269,84
A322270,86.8
A322271,97.3
A322272,83.1
A322273,93.6
A322274,93.2
A322275,80.7
A322276,95.7
A322277,81.6
A322278,79.8
A322279,88.3
A322280,76.7
A322281,74.3
A322282,91.4
A322283,84.3
A322284,61.8
A322285,52.7
A322286,98.7
A322287,86.6
A322288,81.8
A322289,94.1
A322290,83.6
A322291,76.8
A322292,71.6
A322293,76.8
A322294,85.4
A322295,82.1
A322296,60.3
A322297,95.4
A322298,72.1
A322299,45.4
A322300,81.6
A322301,70.8
A322302,75.1
A322303,57.7
A322304,75.5
A322305,75
A322306,80.9
A322307,74.2
A322308,84.6
A322309,77.4
A322310,76.5
A322311,74.5
A322312,76
A322313,81.8
A322314,75.9
A322315,97.2
A322316,59.1
A322317,66
A322318,94.7
A322319,92.3
A322320,77.1
A322321,71.5
A322322,95.2
A322323,84.2
A322324,81.4
A322325,86.5
A322326,72.4
A322327,99
A322328,85.1
A322329,52.5
A322330,75.1
A322331,76.2
A322332,75.8
A322333,91.3
A322334,64.2
A322335,91.6
A322336,80.7
A322337,85.8
A322338,95.1
A322339,84.2
A322340,83
A322341,81.6
A322342,85.5
A322343,81.6
A322344,90.6
A322345,91.4
A322346,87.7
A322347,88
A322348,87.3
A322349,80.9
A322350,44
A322351,71.1
A322352,95.3
A322353,91.5
A322354,53.4
A322355,95.1
A322356,65.2
A322357,74.7
A322358,81.6
A322359,81
A322360,88.5
A322361,86.1
A322362,97
A322363,47.5
A322364,96.1
A322365,75.3
A322366,77.1
A322367,83.2
A322368,70.6
A322369,87.6
A322370,87.5
A322371,85.9
A322372,78.3
A322373,81.2
A322374,75.8
A322375,81.3
A322376,69.7
A322377,74.9
A322378,97
A322379,82.1
A322380,82
A322381,45.8
A322382,70
A322383,79.5
A322384,83.1
A322385,70.8
A322386,89.4
A322387,83.4
A322388,74.1
A322389,73.1
A322390,80
A322391,73.1
A322392,87.1
A322393,76.8
A322394,70.5
A322395,85.7
A322396,83.9
A322397,41.7
A322398,93
A322399,71.3
A322400,87.3
A322401,73.1
A322402,72.1
A322403,95.1
A322404,80.2
A322405,75
A322406,94.4
A322407,89.7
A322408,72.8
A322409,93.6
A322410,99.1
A322411,81.4
A322412,87
A322413,97.7
A322414,45.7
A322415,91.5
A322416,98.6
A322417,99.5
A322418,71.6
A322419,95.3
A322420,81.5
A322421,98.1
A322422,97.1
A322423,77.8
A322424,87.5
A322425,85.4
A322426,76.5
A322427,75
A322428,78
A322429,63.4
A322430,44.5
A322431,77.6
A322432,77.5
A322433,88.6
A322434,73.5
A322435,100
A322436,89.9
A322437,82.2
A322438,76.1
A322439,80.4
A322440,98.9
A322441,50.7
A322442,97.4
A322443,72
A322444,81.7
A322445,94.3
A322446,71.2
A322447,78.4
A322448,85.8
A322449,82
A322450,87.3
A322451,83.8
A322452,93.3
A322453,82.1
A322454,91.2
A322455,86.7
A322456,89
A322457,89
A322458,86.4
A322459,72.2
A322460,76
A322461,81.1
A322462,73.8
A322463,79.5
A322464,73.6
A322465,85.9
A322466,92.4
A322467,90.7
A322468,70.7
A322469,80.2
A322470,77.6
A322471,88.2
A322472,79.2
A322473,92.1
A322474,89
A322475,91.2
A322476,83.5
A322477,87.4
A322478,99
A322479,74.6
A322480,91.4
A322481,82.8
A322482,80.9
A322483,82.7
A322484,84.2
A322485,72.8
A322486,97.2
A322487,79.9
A322488,89.5
A322489,42
A322490,88.3
A322491,85
A322492,70.4
A322493,87.9
A322494,72.2
A322495,93
A322496,73.6
A322497,81.2
A322498,51.8
A322499,89.5
A322500,99.3
A322501,77.3
A322502,93.1
A322503,65.4
A322504,50
A322505,96
A322506,79.1
A322507,93.8
A322508,96.2
A322509,85.8
A322510,84.7
A322511,87.5
A322512,49.6
A322513,75.6
A322514,91
A322515,74.6
A322516,67.7
A322517,71.3
A322518,93.9
A322519,91.6
A322520,75.9
A322521,71.2
A322522,79.9
A322523,81.1
A322524,82.2
A322525,54.5
A322526,99.8
A322527,42.1
A322528,97.8
A322529,70.9
A322530,85.9
A322531,79.6
A322532,55.8
A322533,97
A322534,70.2
A322535,98.5
A322536,89.3
A322537,92.1
A322538,59.7
A322539,94.1
A322540,86.3
A322541,94.3
A322542,75
A322543,93.8
A322544,94
A322545,57.4
A322546,87.4
A322547,78.6
A322548,77.8
A322549,89.3
A322550,87.4
A322551,84.1
A322552,61.4
A322553,78.4
A322554,98.9
A322555,78.2
A322556,66.1
A322557,59.9
A322558,97.9
A322559,63.9
A322560,95.1
A322561,54.8
A322562,95.4
A322563,86.8
A322564,48.9
A322565,92.7
A322566,79.1
A322567,74.2
A322568,79.7
A322569,93.3
A322570,96.6
A322571,76.1
A322572,89.8
A322573,55.3
A322574,88.6
A322575,58.2
A322576,71.6
A322577,96.4
A322578,84.3
A322579,90.9
A322580,98.8
A322581,99.1
A322582,80.3
A322583,70.6
A322584,88.7
A322585,85.2
A322586,84.5
A322587,81.8
A322588,91.3
A322589,86.9
A322590,89.1
A322591,89.3
A322592,86.7
A322593,57.4
A322594,91.6
A322595,42.8
A322596,87.2
A322597,82.7
A322598,89
A322599,83.6
A322600,89.2
A322601,73
A322602,93.9
A322603,78.3
A322604,71.2
A322605,43.4
A322606,97.5
A322607,91.2
A322608,74.3
A322609,67.8
A322610,90.6
A322611,92.5
A322612,78.5
A322613,95
A322614,94.3
A322615,76.8
A322616,73.1
A322617,94.4
A322618,92.6
A322619,90.4
A322620,73.6
A322621,93.1
A322622,82.7
A322623,77.8
A322624,92.7
A322625,65.8
A322626,68.9
A322627,95.8
A322628,90.7
A322629,89.1
A322630,76.6
A322631,60.3
A322632,81.6
A322633,75.9
A322634,51
A322635,82.8
A322636,92.6
A322637,70.8
A322638,95.5
A322639,76.4
A322640,92.4
A322641,89.2
A322642,85.8
A322643,94.4
A322644,80.6
A322645,82.3
A322646,90.9
A322647,81.2
A322648,73.6
A322649,85.5
A322650,90.1
A322651,75.5
A322652,82.6
A322653,71.9
A322654,72.4
A322655,45.7
A322656,99.2
A322657,98.2
A322658,90.6
A322659,83.4
A322660,97.4
A322661,96.5
A322662,90.9
A322663,74.3
A322664,89.2
A322665,92.1
A322666,94.8
A322667,85.7
A322668,79.7
A322669,71.8
A322670,81.8
A322671,76.4
A322672,93.4
A322673,93.9
A322674,85.8
A322675,76.1
A322676,88.9
A322677,75
A322678,76.5
A322679,86
A322680,98.3
A322681,86.6
A322682,61.3
A322683,71
A322684,71.1
A322685,99.6
A322686,82
A322687,76.5
A322688,53.6
A322689,84.9
A322690,74.9
A322691,87.2
A322692,75
A322693,71.3
A322694,97.6
A322695,77.2
A322696,51.7
A322697,82.4
A322698,87.9
A322699,51
A322700,72.1
A322701,71
A322702,70.9
A322703,85.1
A322704,46.7
A322705,97.4
A322706,72.4
A322707,52.8
A322708,96.7
A322709,73
A322710,71.6
A322711,89.9
A322712,94.6
A322713,82.4
A322714,76.2
A322715,93.8
A322716,73.2
A322717,95.6
A322718,94.9
A322719,83.8
A322720,92.4
A322721,95.6
A322722,86
A322723,92.9
A322724,74.9
A322725,81.6
A322726,82.8
A322727,92.3
A322728,85
A322729,94.7
A322730,60.3
A322731,79
A322732,99.5
A322733,82.4
A322734,75.3
A322735,86.9
A322736,95.9
A322737,85.3
A322738,86.1
A322739,93.9
A322740,73
A322741,96.5
A322742,70.6
A322743,70.4
A322744,98.1
A322745,89.9
A322746,85
A322747,70.7
A322748,96.5
A322749,89.7
A322750,87.1
A322751,75.6
A322752,74.1
A322753,72.9
A322754,83.9
A322755,88.2
A322756,82.8
A322757,74.8
A322758,91.3
A322759,86.1
A322760,70.7
A322761,91.1
A322762,89.1
A322763,72.6
A322764,60.1
A322765,79.9
A322766,82
A322767,81.8
A322768,45
A322769,66.6
A322770,72.8
A322771,81.6
A322772,76.4
A322773,77.9
A322774,99.8
A322775,99.3
A322776,91.1
A322777,76.6
A322778,90.1
A322779,45.8
A322780,46.9
A322781,85.6
A322782,93.8
A322783,77.5
A322784,89.5
A322785,90.8
A322786,85.6
A322787,66.1
A322788,45
A322789,62.6
A322790,40.5
A322791,74.8
A322792,87.7
A322793,96.3
A322794,92.4
A322795,73.9
A322796,85.1
A322797,58.8
A322798,74.6
A322799,57
A322800,86.7
A322801,82.1
A322802,91.4
A322803,73.9
A322804,91.3
A322805,96.1
A322806,85.1
A322807,88.6
A322808,83.4
A322809,76.3
A322810,85.8
A322811,97.2
A322812,70.5
A322813,88.6
A322814,96
A322815,89.3
A322816,89.4
A322817,99.2
A322818,88.2
A322819,95.6
A322820,77.9
A322821,81.6
A322822,75.4
A322823,99
A322824,45.4
A322825,82
A322826,82.7
A322827,75.6
A322828,86
A322829,91.7
A322830,89
A322831,81.4
A322832,72.3
A322833,46.3
A322834,59.1
A322835,99.3
A322836,91
A322837,76.1
A322838,98.4
A322839,76.7
A322840,83.7
A322841,76
A322842,83.8
A322843,82.4
A322844,95.3
A322845,85.4
A322846,97.7
A322847,84.2
A322848,82.5
A322849,62.5
A322850,88.6
A322851,88.1
A322852,92.4
A322853,78.6
A322854,80.5
A322855,88.5
A322856,97.8
A322857,83.3
A322858,67.3
A322859,92.5
A322860,99.8
A322861,93.6
A322862,98.8
A322863,70.5
A322864,93.4
A322865,75.6
A322866,87.2
A322867,83.2
A322868,97.2
A322869,92.1
A322870,85.2
A322871,78.4
A322872,59.6
A322873,82.5
A322874,100
A322875,96.1
A322876,95
A322877,81.2
A322878,83.1
A322879,96.1
A322880,85.5
A322881,43
A322882,86.4
A322883,82.5
A322884,80.7
A322885,89.7
A322886,79.6
A322887,98.9
A322888,96.6
A322889,73.3
A322890,85.1
A322891,74.2
A322892,72.6
A322893,82.3
A322894,79.9
A322895,78.7
A322896,82.3
A322897,75.5
A322898,97.5
A322899,84.6
A322900,87.1
A322901,54.5
A322902,70.9
A322903,94.8
A322904,85
A322905,71.5
A322906,88.8
A322907,84.6
A322908,79.7
A322909,78.9
A322910,96.8
A322911,97.6
A322912,88
A322913,78.1
A322914,81
A322915,63.6
A322916,80.3
A322917,86
A322918,94.2
A322919,72.7
A322920,68.6
A322921,91.5
A322922,98.1
A322923,91.4
A322924,52
A322925,91.4
A322926,85.5
A322927,74.1
A322928,76.9
A322929,65.4
A322930,83.1
A322931,80.6
A322932,74.7
A322933,91.5
A322934,76.3
A322935,86.9
A322936,81.9
A322937,72.9
A322938,94
A322939,79.9
A322940,80.5
A322941,98.6
A322942,74.3
A322943,86.5
A322944,71.2
A322945,76.3
A322946,96.2
A322947,96.4
A322948,75.3
A322949,79.1
A322950,95.1
A322951,74.7
A322952,88.8
A322953,95.2
A322954,84.3
A322955,99.6
A322956,76.3
A322957,98.6
A322958,72.9
A322959,93.1
A322960,93
A322961,98.1
A322962,61.9
A322963,77.6
A322964,70.9
A322965,79.9
A322966,93
A322967,96
A322968,84.5
A322969,84.5
A322970,98.4
A322971,92.2
A322972,55.8
A322973,55.4
A322974,84.6
A322975,91.3
A322976,76.8
A322977,100
A322978,70.2
A322979,70.7
A322980,80.1
A322981,71.7
A322982,97.5
A322983,85.6
A322984,90.9
A322985,78.2
A322986,71.6
A322987,77.9
A322988,89.8
A322989,73.5
A322990,91.4
A322991,75.3
A322992,78.5
A322993,72.1
A322994,72.9
A322995,71.9
A322996,99.3
A322997,74.5
A322998,99.7
A322999,81.5
A323000,71
A323001,76.6
A323002,70.9
A323003,48.4
A323004,53.2
A323005,75.6
A323006,75.5
A323007,65.8
A323008,51.6
A323009,97.3
A323010,91.7
A323011,97.6
A323012,83.9
A323013,90.7
A323014,97.6
A323015,83.6
A323016,95.4
A323017,93.9
A323018,70.3
A323019,91.6
A323020,94.5
A323021,85.6
A323022,77.3
A323023,88.5
A323024,57.8
A323025,77.7
A323026,70.4
A323027,73.8
A323028,79.5
A323029,71.9
A323030,83.1
A323031,83.2
A323032,70.6
A323033,97
A323034,80.4
A323035,78.7
A323036,74.7
A323037,81
A323038,77.2
A323039,90.6
A323040,72.3
A323041,91.7
A323042,75.2
A323043,78
A323044,81.7
A323045,81.4
A323046,86.2
A323047,96.1
A323048,74.3
A323049,62.7
A323050,71.3
A323051,47.2
A323052,77.2
A323053,75
A323054,97.6
A323055,44.1
A323056,79.3
A323057,91
A323058,79.1
A323059,81.3
A323060,84.4
A323061,56.8
A323062,86.1
A323063,96.4
A323064,71.5
A323065,79.9
A323066,87.3
A323067,63.6
A323068,95.3
A323069,93.1
A323070,95.3
A323071,75.1
A323072,76.4
A323073,73.6
A323074,93.4
A323075,54.1
A323076,78.2
A323077,55.8
A323078,55.8
A323079,87.7
A323080,90
A323081,90.4
A323082,79.4
A323083,73.9
A323084,52
A323085,77.9
A323086,94.7
A323087,96.8
A323088,88.2
A323089,89.8
A323090,56.1
A323091,77.2
A323092,97.2
A323093,68.3
A323094,93
A323095,98.3
A323096,77
A323097,82.2
A323098,63
A323099,95.1
A323100,91.4
A323101,77.6
A323102,96.1
A323103,92.9
A323104,99.7
A323105,79.5
A323106,95.8
A323107,74.8
A323108,64
A323109,91.9
A323110,83
A323111,83.9
A323112,75.3
A323113,79.4
A323114,92.3
A323115,81
A323116,99.4
A323117,68.9
A323118,80.2
A323119,80
A323120,71.8
A323121,82.1
A323122,82.4
A323123,62.8
A323124,82.7
A323125,99.7
A323126,91.7
A323127,62.8
A323128,78.8
A323129,80.6
A323130,77.1
A323131,96.4
A323132,80.5
A323133,83.2
A323134,88.3
A323135,92.7
A323136,88.2
A323137,87.1
A323138,75.3
A323139,72.1
A323140,74.2
A323141,93.1
A323142,83.8
A323143,96.3
A323144,74.3
A323145,70.7
A323146,94.1
A323147,77
A323148,94.3
A323149,74.2
A323150,46.4
A323151,92
A323152,76
A323153,84.7
A323154,97.3
A323155,86.2
A323156,87
A323157,75.7
A323158,86.6
A323159,74
A323160,41.3
A323161,62
A323162,79.3
A323163,87.6
A323164,85.1
A323165,77.5
A323166,72.7
A323167,81
A323168,79.7
A323169,62.9
A323170,82.7
A323171,75.4
A323172,96.5
A323173,54.6
A323174,42.6
A323175,82.6
A323176,67.4
A323177,96.1
A323178,86.7
A323179,98.7
A323180,90.4
A323181,96.2
A323182,89.2
A323183,91.1
A323184,92.8
A323185,87.8
A323186,87.4
A323187,99.4
A323188,70.6
A323189,93
A323190,88.1
A323191,89.9
A323192,80.1
A323193,95.6
A323194,87.4
A323195,41
A323196,56.2
A323197,64.9
A323198,77.1
A323199,87.1
A323200,92.7
A323201,94.5
A323202,90.8
A323203,98.1
A323204,88.4
A323205,79.7
A323206,63.3
A323207,78.9
A323208,84.5
A323209,85.3
A323210,78.2
A323211,43.4
A323212,81.5
A323213,94.8
A323214,46.1
A323215,97.8
A323216,78.7
A323217,96.9
A323218,95.4
A323219,85.8
A323220,83.4
A323221,91.3
A323222,74.7
A323223,85.8
A323224,93.4
A323225,98.8
A323226,73.6
A323227,73
A323228,74.2
A323229,88.7
A323230,87
A323231,97.3
A323232,92.5
A323233,79
A323234,98.5
A323235,88
A323236,89.6
A323237,92.4
A323238,93.4
A323239,76.2
A323240,99.1
A323241,75.7
A323242,71.2
A323243,76.7
A323244,99.9
A323245,91.6
A323246,75.5
A323247,69.7
A323248,76.4
A323249,75.2
A323250,72.7
A323251,85
A323252,81.6
A323253,96.1
A323254,98.7
A323255,92.2
A323256,54.1
A323257,77.6
A323258,75.3
A323259,71.1
A323260,88.5
A323261,96.7
A323262,84.7
A323263,82.4
A323264,71.8
A323265,93.7
A323266,86.7
A323267,72
A323268,47.7
A323269,82.4
A323270,79.6
A323271,72.8
A323272,60
A323273,74.3
A323274,93.5
A323275,56.4
A323276,77.4
A323277,87.2
A323278,90.1
A323279,85.7
A323280,94.7
A323281,85.4
A323282,41.5
A323283,79.5
A323284,70.3
A323285,77.3
A323286,87.9
A323287,54.1
A323288,73.3
A323289,90.5
A323290,73.4
A323291,87.5
A323292,42.1
A323293,96.4
A323294,77.2
A323295,76.5
A323296,83.2
A323297,93.8
A323298,75
A323299,89.7
A323300,46.9
A323301,85.3
A323302,84.4
A323303,86.8
A323304,72.2
A323305,94
A323306,63.5
A323307,91.7
A323308,74.7
A323309,74
A323310,65.5
A323311,79.6
A323312,95.5
A323313,89
A323314,82.8
A323315,87.7
A323316,92.7
A323317,91.4
A323318,91.7
A323319,98.7
A323320,70.4
A323321,86.3
A323322,79.2
A323323,58.5
A323324,80.1
A323325,78
A323326,86.1
A323327,63.2
A323328,94.4
A323329,95.3
A323330,86.7
A323331,97.4
A323332,79.9
A323333,83.9
A323334,84.3
A323335,98.1
A323336,70.6
A323337,81.5
A323338,73.5
A323339,66.9
A323340,99.7
A323341,93.1
A323342,73.6
A323343,77.8
A323344,91.4
A323345,81
A323346,88.3
A323347,96.7
A323348,92
A323349,66.7
A323350,79
A323351,82.7
A323352,75.8
A323353,63.5
A323354,82.8
A323355,72.9
A323356,82.2
A323357,92.9
A323358,78.4
A323359,99.1
A323360,74.6
A323361,92
A323362,90.2
A323363,91.1
A323364,82.9
A323365,79.9
A323366,78.8
A323367,86.3
A323368,80.6
A323369,59
A323370,59.7
A323371,73.8
A323372,72
A323373,74.9
A323374,78.2
A323375,87.7
A323376,74
A323377,50.3
A323378,89.1
A323379,77.1
A323380,94.7
A323381,94.4
A323382,94.4
A323383,97.1
A323384,99.1
A323385,84.3
A323386,84.4
A323387,83.9
A323388,70.1
A323389,46.7
A323390,74.2
A323391,95.6
A323392,91.1
A323393,80.4
A323394,75.4
A323395,95.4
A323396,79.4
A323397,78.2
A323398,91.3
A323399,83.5
A323400,79.7
A323401,68.8
A323402,59.5
A323403,90.1
A323404,78.6
A323405,92.1
A323406,70.2
A323407,78.5
A323408,97.5
A323409,91.1
A323410,46
A323411,84.5
A323412,81.6
A323413,79.2
A323414,62.1
A323415,88.3
A323416,87.5
A323417,97.4
A323418,98
A323419,71.2
A323420,74.7
A323421,80.9
A323422,73.6
A323423,73.2
A323424,82.9
A323425,77.4
A323426,63
A323427,88
A323428,70.9
A323429,87.8
A323430,87.1
A323431,98.3
A323432,78.3
A323433,96.5
A323434,83.6
A323435,67.6
A323436,86
A323437,76.6
A323438,88.9
A323439,96.6
A323440,85.6
A323441,79.4
A323442,97.8
A323443,89.3
A323444,89.9
A323445,81.6
A323446,61.3
A323447,68.5
A323448,73
A323449,98.5
A323450,91.5
A323451,94.1
A323452,80.6
A323453,95.8
A323454,88.8
A323455,91.2
A323456,82.2
A323457,40.8
A323458,78.8
A323459,87.9
A323460,93
A323461,73.1
A323462,91.7
A323463,44
A323464,75
A323465,81.7
A323466,97.7
A323467,97.8
A323468,70.3
A323469,83.5
A323470,79.9
A323471,84.5
A323472,93
A323473,91.3
A323474,71.9
A323475,74.8
A323476,65.2
A323477,93.8
A323478,90.3
A323479,95.3
A323480,93.9
A323481,90.4
A323482,87
A323483,83.7
A323484,89.8
A323485,87
A323486,90.1
A323487,94
A323488,87.7
A323489,83.5
A323490,75.8
A323491,74
A323492,97.8
A323493,81.6
A323494,82
A323495,77.4
A323496,79.4
A323497,97.2
A323498,74
A323499,86
A323500,73.4
A323501,98.7
A323502,90.5
A323503,83.8
A323504,75.6
A323505,96.5
A323506,94.6
A323507,73.6
A323508,81.2
A323509,83
A323510,42.5
A323511,70.3
A323512,80
A323513,93.3
A323514,75.9
A323515,48
A323516,76.2
A323517,98.4
A323518,87.7
A323519,94.2
A323520,91.3
A323521,75.5
A323522,92.7
A323523,43.7
A323524,69.3
A323525,96.8
A323526,88.4
A323527,71.3
A323528,73.2
A323529,98.3
A323530,95.1
A323531,46.1
A323532,57
A323533,84.5
A323534,96.5
A323535,82.3
A323536,77.5
A323537,79
A323538,86.4
A323539,74.4
A323540,52
A323541,75.3
A323542,98.5
A323543,99.4
A323544,64.2
A323545,85
A323546,83.9
A323547,80.4
A323548,97.8
A323549,91.3
A323550,96.4
A323551,91.4
A323552,85.7
A323553,77.8
A323554,89.8
A323555,78.5
A323556,96.9
A323557,77.7
A323558,73.1
A323559,93.6
A323560,99.2
A323561,92.7
A323562,80
A323563,71.5
A323564,92.7
A323565,83.8
A323566,98.3
A323567,98.1
A323568,71.6
A323569,97.2
A323570,44.3
A323571,78.9
A323572,89.1
A323573,85.8
A323574,78.8
A323575,89.2
A323576,70.4
A323577,89.8
A323578,90.9
A323579,89.9
A323580,75
A323581,61.5
A323582,72.6
A323583,80.3
A323584,85.3
A323585,88.9
A323586,92.2
A323587,86.5
A323588,99.1
A323589,71.1
A323590,80.7
A323591,90.1
A323592,92.6
A323593,77.3
A323594,68.7
A323595,74.9
A323596,79.8
A323597,40.8
A323598,94.5
A323599,75.6
A323600,92.3
A323601,87.5
A323602,93.9
A323603,94.3
A323604,90
A323605,73.1
A323606,87.2
A323607,81
A323608,83.5
A323609,91.5
A323610,98.4
A323611,80.9
A323612,85.5
A323613,59.6
A323614,77.5
A323615,70.7
A323616,91.4
A323617,80.6
A323618,79.2
A323619,85
A323620,77.4
A323621,82.3
A323622,93.1
A323623,95.5
A323624,84.4
A323625,87.1
A323626,99.4
A323627,92.1
A323628,74.2
A323629,78.7
A323630,80.3
A323631,79.1
A323632,95.5
A323633,73.3
A323634,78.4
A323635,71.5
A323636,58.6
A323637,69.3
A323638,83.5
A323639,65.7
A323640,86.3
A323641,97.1
A323642,77.2
A323643,81.2
A323644,40.7
A323645,74.5
A323646,89
A323647,73.3
A323648,93
A323649,96.1
A323650,97.4
A323651,83.3
A323652,72.7
A323653,94
A323654,76.7
A323655,79.9
A323656,83.1
A323657,87.2
A323658,80.8
A323659,73
A323660,69.3
A323661,81.4
A323662,85
A323663,97.5
A323664,81.7
A323665,55.7
A323666,83.2
A323667,71.8
A323668,97
A323669,97.1
A323670,86.9
A323671,92.5
A323672,75
A323673,81
A323674,70.5
A323675,93.2
A323676,78.9
A323677,71.3
A323678,99.4
A323679,75.3
A323680,87.4
A323681,72
A323682,76
A323683,85.6
A323684,93.6
A323685,55.9
A323686,87.3
A323687,94.5
A323688,65.9
A323689,70.7
A323690,55.2
A323691,56.6
A323692,79.6
A323693,41.9
A323694,55.4
A323695,75.2
A323696,94.2
A323697,85.2
A323698,78.7
A323699,62.5
A323700,41.4
A323701,63.2
A323702,89.9
A323703,98.3
A323704,85.4
A323705,79
A323706,71.7
A323707,95.8
A323708,70.4
A323709,84.6
A323710,67.6
A323711,72.3
A323712,71.6
A323713,91.4
A323714,59.8
A323715,96.5
A323716,78.4
A323717,72
A323718,91.3
A323719,94.3
A323720,83.1
A323721,75.9
A323722,77.9
A323723,97.4
A323724,70.3
A323725,72.8
A323726,72.7
A323727,57.9
A323728,77.3
A323729,93.1
A323730,96.9
A323731,99.6
A323732,87.1
A323733,59.2
A323734,82.3
A323735,84.2
A323736,97.1
A323737,79
A323738,92.6
A323739,92.2
A323740,58.7
A323741,46.3
A323742,92.7
A323743,84.3
A323744,98.1
A323745,74.7
A323746,88.3
A323747,82.4
A323748,64.4
A323749,71
A323750,76.8
A323751,78.5
A323752,89.2
A323753,94.9
A323754,98.7
A323755,93.4
A323756,71.4
A323757,99.7
A323758,76.3
A323759,87.7
A323760,82.2
A323761,92.3
A323762,98.2
A323763,59.3
A323764,83.1
A323765,98.9
A323766,99.8
A323767,81.6
A323768,76.3
A323769,89
A323770,84.3
A323771,86.1
A323772,88.9
A323773,95.7
A323774,97
A323775,78.7
A323776,84.5
A323777,76.3
A323778,71.9
A323779,93.5
A323780,98.4
A323781,76.3
A323782,79.9
A323783,86.8
A323784,94.2
A323785,86.6
A323786,95.4
A323787,88
A323788,95.1
A323789,40.6
A323790,81.6
A323791,86.1
A323792,93.8
A323793,94
A323794,76.4
A323795,98.3
A323796,76.3
A323797,70.2
A323798,74.1
A323799,51.2
A323800,74.5
A323801,76.6
A323802,70.1
A323803,52.8
A323804,60.9
A323805,92.2
A323806,55.9
A323807,72.8
A323808,74.2
A323809,69.9
A323810,72.9
A323811,77.7
A323812,80.8
A323813,96.4
A323814,80.7
A323815,97.8
A323816,92.3
A323817,82.1
A323818,72.4
A323819,87.9
A323820,79.3
A323821,80.9
A323822,87
A323823,90.9
A323824,78.4
A323825,84.3
A323826,43.6
A323827,89.4
A323828,81.7
A323829,86.1
A323830,41.6
A323831,51.2
A323832,72.5
A323833,73.2
A323834,70.1
A323835,70.9
A323836,68.6
A323837,99.1
A323838,86.7
A323839,90.1
A323840,87.7
A323841,72.1
A323842,92.3
A323843,78.1
A323844,94
A323845,83.7
A323846,45.9
A323847,93.1
A323848,71.3
A323849,76.2
A323850,82.2
A323851,84.6
A323852,95.7
A323853,84.5
A323854,79
A323855,73.1
A323856,41.4
A323857,93.2
A323858,96.9
A323859,70.3
A323860,77.3
A323861,94.6
A323862,93.7
A323863,42.5
A323864,82.8
A323865,97.5
A323866,86.9
A323867,82
A323868,73.1
A323869,80
A323870,78.4
A323871,93.1
A323872,72.3
A323873,77.2
A323874,70.9
A323875,90.6
A323876,87.7
A323877,83.9
A323878,71.6
A323879,90.6
A323880,84.5
A323881,87.5
A323882,56.2
A323883,85.5
A323884,81.3
A323885,80.5
A323886,99.6
A323887,96.1
A323888,80.9
A323889,85
A323890,97
A323891,89.7
A323892,95.1
A323893,76.1
A323894,70.3
A323895,99.2
A323896,79.9
A323897,78.8
A323898,96.7
A323899,87
A323900,93.5
A323901,81.4
A323902,85.3
A323903,78.7
A323904,74
A323905,72.1
A323906,70.1
A323907,95.5
A323908,87.3
A323909,75.4
A323910,99.1
A323911,71.8
A323912,77.8
A323913,55.8
A323914,82
A323915,73.1
A323916,78.9
A323917,97
A323918,83.9
A323919,80.9
A323920,76.6
A323921,95.9
A323922,92.8
A323923,84.1
A323924,74.6
A323925,49.8
A323926,45.4
A323927,97.6
A323928,96.5
A323929,73.4
A323930,75.8
A323931,97.2
A323932,81.6
A323933,73.9
A323934,84.5
A323935,77.5
A323936,83.5
A323937,78.6
A323938,97
A323939,89.7
A323940,80.1
A323941,94.8
A323942,78
A323943,96.2
A323944,89
A323945,85.6
A323946,86.5
A323947,99.5
A323948,75
A323949,84.6
A323950,72.4
A323951,84.6
A323952,83.7
A323953,65.2
A323954,73
A323955,99.3
A323956,100
A323957,59
A323958,95.9
A323959,81.1
A323960,97.5
A323961,97.5
A323962,92.5
A323963,93.6
A323964,88.9
A323965,81
A323966,90.7
A323967,65.5
A323968,95.8
A323969,93.7
A323970,98.8
A323971,80.5
A323972,87.8
A323973,86.5
A323974,70.5
A323975,96.2
A323976,65.7
A323977,71.9
A323978,95.6
A323979,73.1
A323980,93.2
A323981,86
A323982,80.6
A323983,97.3
A323984,78.5
A323985,85.8
A323986,75.5
A323987,84.9
A323988,99
A323989,71.2
A323990,63.2
A323991,81.9
A323992,62.4
A323993,74.6
A323994,74.6
A323995,79.3
A323996,85.1
A323997,97
A323998,85.8
A323999,81.9
A324000,86.2
A324001,74.2
A324002,82.7
A324003,92.1
A324004,82.2
